Sigma,E_N,Encoded errors,Solved errors,BER
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,1.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
0.29853826189179594,10.5,0.0,0.0,0.0
